issue_id,release,impact_status,feature_area,highlight_tags,action_required,impact_notes,applied_rules,summary,components,subcomponents,labels,fix_versions
JDK-8355549,21.0.8,needs_review,security,,要確認,,,Uninitialised memory in deleteGSSCB of GSSLibStub.c:179,security-libs,org.ietf.jgss,,21.0.8
JDK-8355550,21.0.8,needs_review,classlib,,要確認,,,SequenceInputStream.transferTo should not return as soon as Long.MAX_VALUE bytes have been transferred,core-libs,java.io,,21.0.8
JDK-8355551,21.0.8,needs_review,runtime_core,,要確認,,,C2: assert(false) failed: node should be in igvn hash table,hotspot,compiler,,21.0.8
JDK-8355552,21.0.8,needs_review,runtime_core,,要確認,,,java -D-D crashes,hotspot,runtime,,21.0.8
JDK-8355655,21.0.8,needs_review,runtime_core,,要確認,,,[ASAN] Gtest os_linux.glibc_mallinfo_wrapper_vm fails,hotspot,runtime,,21.0.8
JDK-8355707,21.0.8,needs_review,runtime_core,,要確認,,,Remove runtime platform check from frem/drem,hotspot,compiler,,21.0.8
JDK-8355709,21.0.8,needs_review,interop,,要確認,,,Test java/net/httpclient/CancelRequestTest.java failed: WARNING: tracker for HttpClientImpl(42) has outstanding operations,core-libs,java.net,,21.0.8
JDK-8355710,21.0.8,needs_review,classlib,,要確認,,,java/awt/dnd/RejectDragDropActionTest.java timed out,client-libs,java.awt,,21.0.8
JDK-8355712,21.0.8,needs_review,interop,,要確認,,,java/net/vthread/BlockingSocketOps.java timeout/hang intermittently on Windows,core-libs,java.net,,21.0.8
JDK-8355713,21.0.8,needs_review,security,,要確認,,,KeyStore getEntry is not thread-safe,security-libs,java.security,,21.0.8
JDK-8355714,21.0.8,needs_review,runtime_core,,要確認,,,Update nsk.share.jpda.Jdb to don't use finalization,core-svc,debugger,,21.0.8
JDK-8355715,21.0.8,needs_review,runtime_core,,要確認,,,"JFR GCHelper class recognizes ""Archive"" regions as valid",hotspot,jfr,,21.0.8
JDK-8355716,21.0.8,needs_review,runtime_core,,要確認,,,Replace usage of -noclassgc with -Xnoclassgc in test/jdk/java/lang/management/MemoryMXBean/LowMemoryTest2.java,core-svc,java.lang.management,,21.0.8
JDK-8355727,21.0.8,needs_review,runtime_core,,要確認,,,Fix incorrect log message in JDI stop002t test,core-svc,debugger,,21.0.8
JDK-8355728,21.0.8,needs_review,interop,,要確認,,,HTTP/2 flow control checks may count unprocessed data twice,core-libs,java.net,,21.0.8
JDK-8355729,21.0.8,needs_review,security,,要確認,,,Update HSS/LMS public key encoding,security-libs,java.security,,21.0.8
JDK-8355730,21.0.8,needs_review,interop,,要確認,,,java/net/DatagramSocket/InterruptibleDatagramSocket.java fails with virtual thread factory,core-libs,java.net,,21.0.8
JDK-8355731,21.0.8,needs_review,security,,要確認,,,Compatible OCSP readtimeout property with OCSP timeout,security-libs,java.security,,21.0.8
JDK-8355732,21.0.8,needs_review,security,test_infra,要確認,,,security/auth/callback/TextCallbackHandler/Password.java make runnable with JTReg and add the UI,security-libs,java.security,,21.0.8
JDK-8355733,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JComboBox/TestComboBoxComponentRendering.java fails in ubuntu 23.x and later,client-libs,javax.swing,,21.0.8
JDK-8355734,21.0.8,needs_review,interop,,要確認,,,(fc) Make java/nio/channels/FileChannel/BlockDeviceSize.java test manual,core-libs,java.nio,,21.0.8
JDK-8355735,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JTabbedPane/TestJTabbedPaneBackgroundColor.java failed,client-libs,javax.swing,,21.0.8
JDK-8355736,21.0.8,needs_review,interop,,要確認,,,java/net/httpclient/Http1ChunkedTest.java fails with java.util.MissingFormatArgumentException: Format specifier '%s',core-libs,java.net,,21.0.8
JDK-8355737,21.0.8,needs_review,interop,,要確認,,,httpclient HeadTest does not run on HTTP2,core-libs,java.net,,21.0.8
JDK-8355738,21.0.8,needs_review,security,,要確認,,,Increased number of SHA-384-Digest java.util.jar.Attributes$Name instances leading to higher memory footprint,core-libs,java.util.jar,,21.0.8
JDK-8355759,21.0.8,needs_review,runtime_core,,要確認,,,sun.jvmstat.monitor.MonitoredHost.getMonitoredHost() throws unexpected exceptions when invoked concurrently,core-svc,tools,,21.0.8
JDK-8355760,21.0.8,needs_review,classlib,,要確認,,,Overflow in Collections.rotate,core-libs,java.util:collections,,21.0.8
JDK-8355761,21.0.8,needs_review,runtime_core,,要確認,,,"[AArch64] C2 compilation hits offset_ok_for_immed: assert ""c2 compiler bug""",hotspot,compiler,,21.0.8
JDK-8355762,21.0.8,excluded,runtime_core,,対応不要,targets=macos,non_windows11_platform,MacOS Zero cannot run gtests due to wrong JVM path,hotspot,runtime,,21.0.8
JDK-8356013,21.0.8,needs_review,compiler_tools,,要確認,,,NPE due to unreported compiler error,tools,javac,,21.0.8
JDK-8356178,21.0.8,needs_review,runtime_core,,要確認,,,Update vmTestbase/nsk/share/LocalProcess.java to don't use finalization,core-svc,debugger,,21.0.8
JDK-8356180,21.0.8,needs_review,runtime_core,,要確認,,,"com/sun/tools/attach/BasicTests.java fails with ""SocketException: Permission denied: connect""",core-svc,tools,,21.0.8
JDK-8356181,21.0.8,needs_review,security,,要確認,,,Relocate supporting classes in security/testlibrary to test/lib/jdk tree,security-libs,jdk.security,,21.0.8
JDK-8356248,21.0.8,needs_review,runtime_core,,要確認,,,MAX_SECS definition is unused in os_linux,hotspot,runtime,,21.0.8
JDK-8356254,21.0.8,needs_review,runtime_core,,要確認,,,"Use ""/native"" Run Option for TestAvailableProcessors Execution",hotspot,test,,21.0.8
JDK-8356481,21.0.8,needs_review,runtime_core,,要確認,,,Test forceEarlyReturn002.java timed out,core-svc,debugger,,21.0.8
JDK-8356489,21.0.8,needs_review,runtime_core,,要確認,,,Test WaitNotifySuspendedVThreadTest.java timed out,hotspot,jvmti,,21.0.8
JDK-8356490,21.0.8,needs_review,runtime_core,,要確認,,,Rename nsk_strace.h,hotspot,test,,21.0.8
JDK-8356491,21.0.8,needs_review,runtime_core,,要確認,,,Update nsk.share.jpda.BindServer to don't use finalization,hotspot,svc,,21.0.8
JDK-8356507,21.0.8,needs_review,runtime_core,,要確認,,,Clean up Finalizable.java and finalize terminology in vmTestbase/nsk/share,hotspot,svc,,21.0.8
JDK-8356508,21.0.8,needs_review,runtime_core,,要確認,,,Update nsk/jdwp tests to use driver instead of othervm,core-svc,debugger,,21.0.8
JDK-8356509,21.0.8,needs_review,runtime_core,,要確認,,,serviceability/jvmti/StartPhase/AllowedFunctions/AllowedFunctions.java fails with unexpected exit code: 112,hotspot,jvmti,,21.0.8
JDK-8356512,21.0.8,needs_review,runtime_core,,要確認,,,Fix -Wzero-as-null-pointer-constant warnings in gtest framework,hotspot,test,,21.0.8
JDK-8356514,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source a few more Component related tests,client-libs,java.awt,,21.0.8
JDK-8356515,21.0.8,needs_review,classlib,,要確認,,,Opensource few List and a Window test,client-libs,java.awt,,21.0.8
JDK-8356517,21.0.8,needs_review,compiler_tools,,要確認,,,WinInstallerUiTest fails in local test runs if the path to test work directory is longer that regular,tools,jpackage,,21.0.8
JDK-8356518,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JRadioButton/8033699/bug8033699.java  still fails:  Focus is not on Radio Button Single as Expected,client-libs,,,21.0.8
JDK-8356519,21.0.8,needs_review,security,,要確認,,,Test sun/security/mscapi/nonUniqueAliases/NonUniqueAliases.java is marked with @ignore,security-libs,javax.crypto,,21.0.8
JDK-8356520,21.0.8,excluded,classlib,,対応不要,targets=windows xp,non_windows11_platform,JButton/bug4796987.java never runs because Windows XP is unavailable,client-libs,javax.swing,,21.0.8
JDK-8356530,21.0.8,needs_review,security,,要確認,,,Remove two Camerfirma root CA certificates,security-libs,java.security,,21.0.8
JDK-8356637,21.0.8,needs_review,classlib,,要確認,,,Pattern.Bound has `static` fields that should be `static final`.,core-libs,java.util.regex,,21.0.8
JDK-8356650,21.0.8,needs_review,security,,要確認,,,Update sun/security/pkcs12/KeytoolOpensslInteropTest.java to use a recent Openssl version,security-libs,java.security,,21.0.8
JDK-8356669,21.0.8,needs_review,runtime_core,,要確認,,,x86 count_positives intrinsic broken for -XX:AVX3Threshold=0,hotspot,compiler,,21.0.8
JDK-8356670,21.0.8,needs_review,runtime_core,,要確認,,,Compiler directives parser swallows a character after line comments,hotspot,compiler,,21.0.8
JDK-8356671,21.0.8,needs_review,runtime_core,,要確認,,,"jdk/jfr/event/runtime/TestResidentSetSizeEvent.java fails with ""The size should be less than or equal to peak""",hotspot,jfr,,21.0.8
JDK-8356672,21.0.8,needs_review,classlib,,要確認,,,Misleading exception message from STS.Subtask::get when task forked after shutdown,core-libs,java.util.concurrent,,21.0.8
JDK-8356674,21.0.8,needs_review,runtime_core,,要確認,,,NPE when HSDB visits bad oop,hotspot,svc-agent,,21.0.8
JDK-8356675,21.0.8,needs_review,runtime_core,,要確認,,,Kitchensink.java and RenaissanceStressTest.java  time out with jvmti module errors,hotspot,jfr,,21.0.8
JDK-8356676,21.0.8,needs_review,runtime_core,,要確認,,,Stack overflow during C2 compilation when splitting memory phi,hotspot,compiler,,21.0.8
JDK-8356677,21.0.8,needs_review,runtime_core,,要確認,,,LogCompilation doesn't reset lateInlining when it encounters a failure.,hotspot,compiler,,21.0.8
JDK-8356707,21.0.8,needs_review,security,,要確認,,,GZIPInputStream constructor could leak an un-end()ed Inflater,core-libs,java.util.jar,,21.0.8
JDK-8356784,21.0.8,needs_review,interop,,要確認,,,Misformatted copyright messages in FFM,core-libs,java.lang.foreign,,21.0.8
JDK-8356785,21.0.8,excluded,test_infra,,対応不要,"keywords=copyright,test",doc_or_test,Many test files have the wrong Copyright header,infrastructure,licensing,,21.0.8
JDK-8356786,21.0.8,needs_review,runtime_core,,要確認,,,Remove support of remote and manual debuggee launchers,hotspot,svc,,21.0.8
JDK-8356802,21.0.8,needs_review,classlib,,要確認,,,j.text.DateFormatSymbols setZoneStrings() exception is unhelpful,core-libs,java.text,,21.0.8
JDK-8356943,21.0.8,needs_review,other,,要確認,,,translet-name ignored when package-name is also set,xml,,,21.0.8
JDK-8356992,21.0.8,needs_review,runtime_core,,要確認,,,[JVMCI] fatal error: Never compilable: in JVMCI shutdown,hotspot,compiler,,21.0.8
JDK-8357001,21.0.8,needs_review,classlib,,要確認,,,Test java/awt/Toolkit/Headless/HeadlessToolkit.java fails by timeout,client-libs,java.awt,,21.0.8
JDK-8357023,21.0.8,excluded,runtime_core,test_infra,対応不要,"keywords=jtreg,test",doc_or_test,Replace NULL with nullptr in HotSpot jtreg test native code files,hotspot,runtime,,21.0.8
JDK-8357024,21.0.8,needs_review,runtime_core,,要確認,,,Rename get_stack_trace.h,hotspot,jvmti,,21.0.8
JDK-8357025,21.0.8,needs_review,runtime_core,,要確認,,,Rename Injector.h,hotspot,jvmti,,21.0.8
JDK-8357026,21.0.8,needs_review,runtime_core,,要確認,,,Rename jvmti_FollowRefObjects.h,hotspot,jvmti,,21.0.8
JDK-8357027,21.0.8,needs_review,runtime_core,,要確認,,,Rename native_thread.h,hotspot,test,,21.0.8
JDK-8357028,21.0.8,needs_review,runtime_core,,要確認,,,Rename nsk_list.h,hotspot,jvmti,,21.0.8
JDK-8357029,21.0.8,needs_review,runtime_core,,要確認,,,Rename nsk_mutex.h,hotspot,runtime,,21.0.8
JDK-8357030,21.0.8,needs_review,runtime_core,,要確認,,,Rename mlvmJvmtiUtils.h,hotspot,jvmti,,21.0.8
JDK-8357031,21.0.8,needs_review,runtime_core,,要確認,,,Rename jnihelper.h,hotspot,runtime,,21.0.8
JDK-8357032,21.0.8,needs_review,runtime_core,,要確認,,,Rename jvmti_aod.h,hotspot,jvmti,,21.0.8
JDK-8357065,21.0.8,needs_review,classlib,,要確認,,,Re-enable -Wtype-limits for GCC in LCMS,client-libs,2d,,21.0.8
JDK-8357069,21.0.8,excluded,runtime_core,,対応不要,targets=aix,non_windows11_platform,[AIX] Adapt code for C++ VLA rule,hotspot,other,,21.0.8
JDK-8357112,21.0.8,needs_review,runtime_core,,要確認,,,Improve test coverage for JVMTI GetThreadState on carrier and mounted vthread,hotspot,jvmti,,21.0.8
JDK-8357113,21.0.8,needs_review,runtime_core,,要確認,,,Rename agent_common.h,hotspot,jvmti,,21.0.8
JDK-8357114,21.0.8,needs_review,test_infra,,要確認,,,[test] improve assertEquals failure output,infrastructure,,,21.0.8
JDK-8357115,21.0.8,needs_review,classlib,,要確認,,,Convert closed text/html/CSS manual applet test to main,client-libs,javax.swing,,21.0.8
JDK-8357116,21.0.8,needs_review,compiler_tools,,要確認,,,Ctrl+C does not call shutdown hooks after JLine upgrade,tools,jshell,,21.0.8
JDK-8357117,21.0.8,needs_review,classlib,,要確認,,,Incorrect error message during startup if working directory does not exist,core-libs,java.lang,,21.0.8
JDK-8357118,21.0.8,needs_review,classlib,,要確認,,,test/jdk/javax/swing/JToolBar/4529206/bug4529206.java fails in ubuntu22.04,client-libs,,,21.0.8
JDK-8357120,21.0.8,needs_review,classlib,,要確認,,,test/jdk/javax/swing/text/DefaultEditorKit/4278839/bug4278839.java fails in ubuntu22.04,client-libs,javax.swing,,21.0.8
JDK-8357121,21.0.8,needs_review,runtime_core,,要確認,,,Test: add more test case for string compare (UL case),hotspot,compiler,,21.0.8
JDK-8357122,21.0.8,needs_review,classlib,,要確認,,,Opensource JMenu tests - series1,client-libs,javax.swing,,21.0.8
JDK-8357204,21.0.8,needs_review,classlib,,要確認,,,Opensource few misc swing tests,client-libs,javax.swing,,21.0.8
JDK-8357205,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source more Swing text tests,client-libs,javax.swing,,21.0.8
JDK-8357206,21.0.8,needs_review,classlib,,要確認,,,Opensource JInternalFrame tests - series1,client-libs,javax.swing,,21.0.8
JDK-8357214,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source two Swing DefaultCaret tests,client-libs,javax.swing,,21.0.8
JDK-8357215,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several swing tests batch1,client-libs,javax.swing,,21.0.8
JDK-8357261,21.0.8,excluded,gc,,対応不要,component=hotspot/gc,gc_related,Avoid sending per-region GCPhaseParallel JFR events in G1ScanCollectionSetRegionClosure,hotspot,gc,,21.0.8
JDK-8357388,21.0.8,needs_review,runtime_core,,要確認,,,The jcmd thread dump related tests should test virtual threads,core-svc,tools,,21.0.8
JDK-8357389,21.0.8,needs_review,runtime_core,,要確認,,,jdk/jfr/startupargs/TestMemoryOptions.java fails with 32-bit build,hotspot,jfr,,21.0.8
JDK-8357391,21.0.8,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bzgc\b,gc_related,ZGC: TestAllocateHeapAt.java should not run with UseLargePages,hotspot,gc,,21.0.8
JDK-8357437,21.0.8,needs_review,runtime_core,,要確認,,,Use correct extension for C++ test headers,hotspot,test,,21.0.8
JDK-8357477,21.0.8,excluded,interop,,対応不要,targets=aix,non_windows11_platform,AIX: sporadic unexpected errno when calling setsockopt in Net.joinOrDrop,core-libs,java.nio,,21.0.8
JDK-8357482,21.0.8,needs_review,runtime_core,,要確認,,,DynamicLauncher for JDP test needs to try harder to find a free port,core-svc,javax.management,,21.0.8
JDK-8357483,21.0.8,needs_review,runtime_core,,要確認,,,Remove the appcds/javaldr/AnonVmClassesDuringDump.java test,hotspot,runtime,,21.0.8
JDK-8357484,21.0.8,needs_review,interop,,要確認,,,Bug in com/sun/net/httpserver/bugs/B6361557.java test,core-libs,java.net,,21.0.8
JDK-8357487,21.0.8,needs_review,runtime_core,,要確認,,,Incomplete logging in nsk/jvmti/ResourceExhausted/resexhausted00* tests,hotspot,test,,21.0.8
JDK-8357488,21.0.8,needs_review,runtime_core,,要確認,,,[jittester] Remove TempDir debug output,hotspot,compiler,,21.0.8
JDK-8357489,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source Swing Tests - Set 5,client-libs,javax.swing,,21.0.8
JDK-8357492,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT Menu tests - Batch 2,client-libs,java.awt,,21.0.8
JDK-8357493,21.0.8,needs_review,classlib,,要確認,,,Open some JComboBox bugs 4,client-libs,javax.swing,,21.0.8
JDK-8357494,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several clipboard tests batch1,client-libs,java.awt,,21.0.8
JDK-8357500,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Clean up and open source couple AWT Graphics related tests (Part 1),client-libs,java.awt,,21.0.8
JDK-8357534,21.0.8,needs_review,runtime_core,,要確認,,,[VS 2022 17.14] Warning C5287 in debugInit.c: enum type mismatch during build,core-svc,debugger,,21.0.8
JDK-8357544,21.0.8,needs_review,runtime_core,,要確認,,,Clean up vmTestbase/vm/share,hotspot,test,,21.0.8
JDK-8357545,21.0.8,needs_review,security,,要確認,,,Better cleanup for jdk/test/sun/security/pkcs12/P12SecretKey.java,security-libs,java.security,,21.0.8
JDK-8357548,21.0.8,needs_review,interop,,要確認,,,ISO 4217 Amendment 179 Update,core-libs,java.util:i18n,,21.0.8
JDK-8357667,21.0.8,needs_review,classlib,,要確認,,,Missing @since tag on JColorChooser.showDialog overload,client-libs,javax.swing,,21.0.8
JDK-8357820,21.0.8,needs_review,runtime_core,,要確認,,,[AArch64] Incorrect result of VectorizedHashCode intrinsic on Cortex-A53,hotspot,compiler,,21.0.8
JDK-8357855,21.0.8,needs_review,runtime_core,,要確認,,,Merge vm/share/InMemoryJavaCompiler w/ jdk/test/lib/compiler/InMemoryJavaCompiler,hotspot,test,,21.0.8
JDK-8357856,21.0.8,needs_review,runtime_core,,要確認,,,failure_handler lldb command times out on macosx-aarch64 core file,hotspot,test,,21.0.8
JDK-8359037,21.0.8,needs_review,runtime_core,,要確認,,,"C2: compilation fails with ""assert(false) failed: empty program detected during loop optimization""",hotspot,compiler,,21.0.8
JDK-8359349,21.0.8,needs_review,security,,要確認,,,Add 2 TLS and 2 CS Sectigo roots,security-libs,java.security,,21.0.8
JDK-8360406,21.0.8,needs_review,compiler_tools,,要確認,,,[21u] Disable logic for attaching type annotations to class files until 8359336 is fixed,tools,javac,"24-na,25-na,jdk21u-critical-request,jdk21u-critical-yes",21.0.8
JDK-8361672,21.0.8,needs_review,test_infra,,要確認,,,[21u] Remove designator DEFAULT_PROMOTED_VERSION_PRE=ea for release 21.0.8,infrastructure,release_eng,,21.0.8
